episode,steps,return
904,200,-290.0
905,200,-245.0
906,200,-290.0
907,200,-299.0
908,200,-281.0
909,200,-299.0
910,200,-263.0
911,200,-263.0
912,200,-326.0
913,200,-281.0
914,200,-308.0
915,58,-82.0
916,200,-272.0
917,200,-299.0
918,200,-299.0
919,200,-272.0
920,200,-254.0
921,200,-290.0
922,200,-263.0
923,200,-317.0
924,200,-272.0
925,200,-290.0
926,78,-111.0
927,106,-166.0
928,200,-254.0
929,105,-111.0
930,200,-272.0
931,200,-245.0
932,200,-254.0
933,200,-263.0
934,200,-308.0
935,200,-281.0
936,200,-272.0
937,200,-290.0
938,200,-308.0
939,200,-272.0
940,200,-281.0
941,200,-290.0
942,200,-236.0
943,200,-245.0
944,200,-263.0
945,36,-24.0
946,200,-263.0
947,200,-317.0
948,200,-290.0
949,200,-254.0
950,86,-83.0
951,200,-308.0
952,200,-254.0
953,200,-290.0
954,200,-290.0
955,200,-263.0
956,200,-272.0
957,200,-254.0
958,200,-290.0
959,200,-308.0
960,177,-237.0
961,49,-37.0
962,163,-205.0
963,200,-281.0
964,200,-308.0
965,200,-245.0
966,200,-281.0
967,200,-281.0
968,200,-317.0
969,200,-308.0
970,200,-362.0
971,95,-92.0
972,200,-308.0
973,200,-281.0
974,200,-317.0
975,200,-263.0
976,200,-272.0
977,200,-290.0
978,200,-263.0
979,200,-317.0
980,200,-263.0
981,200,-245.0
982,200,-254.0
983,145,-160.0
984,200,-245.0
985,142,-202.0
986,200,-299.0
987,200,-281.0
988,200,-290.0
989,200,-281.0
990,200,-254.0
991,200,-272.0
992,200,-254.0
993,200,-290.0
994,200,-308.0
995,200,-299.0
996,115,-112.0
997,200,-290.0
998,200,-281.0
999,200,-272.0
1000,200,-317.0
1001,200,-290.0
1002,200,-272.0
1003,200,-290.0
1004,200,-290.0
1005,200,-263.0
1006,200,-290.0
1007,200,-263.0
1008,41,-65.0
1009,200,-245.0
1010,200,-326.0
1011,200,-290.0
1012,200,-335.0
1013,200,-254.0
1014,200,-290.0
1015,200,-290.0
1016,200,-263.0
1017,200,-263.0
1018,200,-317.0
1019,200,-263.0
1020,200,-308.0
1021,200,-299.0
1022,200,-281.0
1023,200,-308.0
1024,200,-308.0
1025,200,-281.0
1026,148,-217.0
1027,200,-263.0
1028,100,-106.0
1029,200,-272.0
1030,200,-263.0
1031,200,-290.0
1032,200,-263.0
1033,200,-281.0
1034,200,-227.0
1035,200,-245.0
1036,200,-281.0
1037,200,-299.0
1038,200,-335.0
1039,200,-299.0
1040,200,-326.0
1041,200,-245.0
1042,200,-308.0
1043,200,-272.0
1044,200,-326.0
1045,82,-88.0
1046,200,-281.0
1047,200,-299.0
1048,143,-185.0
1049,200,-272.0
1050,200,-317.0
1051,200,-263.0
1052,200,-245.0
1053,187,-202.0
1054,200,-263.0
