episode,steps,return
1310,22,-28.0
1311,10,2.0
1312,16,5.0
1313,13,8.0
1314,31,-28.0
1315,62,-86.0
1316,18,-6.0
1317,26,-41.0
1318,18,-6.0
1319,15,-12.0
1320,26,-5.0
1321,13,-1.0
1322,36,-24.0
1323,21,0.0
1324,18,3.0
1325,18,3.0
1326,14,-11.0
1327,19,-7.0
1328,10,11.0
1329,19,2.0
1330,26,-23.0
1331,71,-113.0
1332,26,-41.0
1333,12,9.0
1334,10,2.0
1335,22,-1.0
1336,23,-11.0
1337,21,-18.0
1338,103,-199.0
1339,13,8.0
1340,22,-1.0
1341,10,11.0
1342,21,-9.0
1343,13,-1.0
1344,24,-21.0
1345,13,-1.0
1346,18,-15.0
1347,16,-4.0
1348,26,-5.0
1349,15,6.0
1350,10,11.0
1351,18,-15.0
1352,30,-45.0
1353,13,8.0
1354,10,2.0
1355,22,-1.0
1356,17,-5.0
1357,41,-56.0
1358,15,6.0
1359,17,-5.0
1360,14,-2.0
1361,8,4.0
1362,13,8.0
1363,25,-13.0
1364,12,0.0
1365,26,-23.0
1366,14,-2.0
1367,10,11.0
1368,14,-11.0
1369,9,3.0
1370,27,-6.0
1371,11,1.0
1372,12,0.0
1373,15,-3.0
1374,35,-41.0
1375,18,3.0
1376,16,5.0
1377,16,5.0
1378,13,-19.0
1379,26,-14.0
1380,21,-18.0
1381,16,5.0
1382,13,-10.0
1383,23,-47.0
1384,17,-14.0
1385,18,-6.0
1386,19,-25.0
1387,13,8.0
1388,30,-27.0
1389,32,-56.0
1390,17,-23.0
1391,11,10.0
1392,22,-10.0
1393,12,9.0
1394,23,-11.0
1395,16,5.0
1396,20,1.0
1397,16,5.0
1398,33,-21.0
1399,22,-1.0
1400,21,-36.0
1401,19,-16.0
1402,25,-22.0
1403,28,-25.0
1404,17,-5.0
1405,15,-3.0
1406,18,-6.0
1407,22,-28.0
1408,8,4.0
1409,24,-3.0
1410,13,8.0
1411,32,-38.0
1412,24,-30.0
1413,15,6.0
1414,10,11.0
1415,18,-24.0
1416,12,0.0
1417,23,-20.0
1418,11,1.0
1419,18,3.0
1420,28,-7.0
1421,11,10.0
1422,10,11.0
1423,38,-26.0
1424,17,-5.0
1425,42,-39.0
1426,14,7.0
1427,23,-20.0
1428,54,-69.0
1429,14,7.0
1430,29,-26.0
1431,28,-34.0
1432,10,11.0
1433,22,-1.0
1434,30,-18.0
1435,20,-26.0
1436,20,-8.0
1437,16,-13.0
1438,20,1.0
1439,26,-5.0
1440,43,-58.0
1441,15,-12.0
1442,15,6.0
1443,9,12.0
1444,15,6.0
1445,18,3.0
1446,11,1.0
1447,13,-10.0
1448,14,-2.0
1449,17,4.0
1450,41,-47.0
1451,14,-2.0
1452,11,1.0
1453,20,-17.0
1454,8,13.0
1455,18,3.0
1456,15,-3.0
1457,29,-35.0
1458,11,10.0
1459,13,8.0
1460,19,-7.0
1461,15,-12.0
1462,23,-2.0
1463,16,-4.0
1464,8,13.0
1465,19,-7.0
1466,13,-1.0
1467,17,-5.0
1468,38,-26.0
1469,13,8.0
1470,17,4.0
1471,13,8.0
1472,26,-14.0
1473,16,-4.0
1474,39,-45.0
1475,7,14.0
1476,12,-9.0
1477,31,-19.0
1478,16,-22.0
1479,6,15.0
1480,25,-31.0
1481,27,-6.0
1482,21,-18.0
1483,13,8.0
1484,20,1.0
1485,26,-14.0
1486,17,4.0
1487,16,-4.0
1488,11,10.0
1489,17,-23.0
1490,30,-36.0
1491,12,-9.0
1492,13,-1.0
1493,33,-48.0
1494,11,10.0
1495,12,9.0
1496,15,6.0
1497,22,-1.0
1498,11,10.0
1499,18,-15.0
1500,29,-35.0
1501,9,12.0
1502,6,15.0
1503,16,-4.0
1504,20,-8.0
1505,30,-45.0
1506,10,11.0
1507,14,-2.0
1508,32,-20.0
1509,13,8.0
1510,12,9.0
1511,36,-33.0
1512,20,1.0
1513,20,-8.0
1514,26,-23.0
1515,15,-3.0
1516,17,4.0
1517,67,-100.0
1518,28,-25.0
1519,12,9.0
1520,11,1.0
1521,31,-46.0
1522,17,-5.0
1523,17,4.0
1524,17,4.0
1525,48,-63.0
